sentiment,content
surprise,bwowi have to many bookmarksi just spent a good hour organizing
happiness,b I think I got it fixed Woo hoo
love,bJust wanted to give a quick welcome and thanks to all of you whom I now follow or have following me looking frward to tweeting w you
happiness,b Good luck on your first day 
neutral,bAlso     travel backpacking hope you enjoy our pics amp videos
relief,bJust finished first workout on Jillian Michaels day making the cut program  Feeling great  Hopefully the eating will be just as good
neutral,blast day of classes
happiness,b are you in KL I am  up for a drink
worry,b make sure you practice your hooping today
happiness,b  Apple has done some impressive things for my almost  year old macbook Except when I poured coffee into the keyboard
happiness,bmy c key is stating to work  yayness
love,bHaving indian food in the middle of Wales very very typical huh
enthusiasm,b i dont have any excuse other than night shifts we got our orphan lambs from a local farmer so we cheated
surprise,b Ok which album to start with After listening to Frank Black for years I found out he used to play in Pixies
love,b eh youre a really nice girl   How are you miss youuuuuuu
neutral,b thank you Sezi
surprise,b it is the lightest cleanest most precise and as far as i know fastest engine around
surprise,b Thanks  Yes this sudden downpour does seem rather freakish Is it really the end of summer here in the Philippines
neutral,bES_F interestign setupthe FED is forced to buy bondswhic pressures stockswhile the gvnmt spins news to raise stocksleftampright hand
neutral,bStepbystep Im leaving it all behind
worry,b aww sorry to hear you are having a bad time Remember this too shall pass
happiness,bJust picked up my copies of the printed brochures I did for the BWRC So excited
happiness,ball pugged in and ready to go device updates on so feel free to bombard me at any time  Time to actually get something done
worry,b are you TINKN the people on the street in NY waiting  friday are crazy Brooke
neutral,b oh actually the one on there is my old number ill change it now it ends with 
happiness,bIm fine alsoup way to earlylolsoo those r all ur dogs to kut i def want a pit lol
surprise,b Its amazing the DVDs Ill put on my Netflix list just based on the trash potential inherent in their titles
sadness,b that school wouldnt suck all the time
sadness,bblerg damn you Monday why must you always come  Decent weekend new glasses hair color and got carded at Gamestop  awesome ego boost
neutral,bhas made up her mind
love,b thanks thought you might want a flower today
neutral,b follow me if you like to hear interesting stories
love,b  YOU MAKIN ME HORNY
neutral,bFirst Day for research at Edmonton General
worry,bThe phones are lit up like christmas trees Go to work people You dont have to get everything done on monday
worry,bHappy Star Wars Day  Will Week
love,b  yes really if it is that time of day again   xxxxxxxxxxxxxxxxx
happiness,bWaking up workingHappy as can be  Its gonna be a great day today I can see itand im not sore from Running yesterday
neutral,bMmmmmmmm  it in the morning
neutral,b Maybe u should get a coffee machine at your new desk seems appropriate
fun,blistening to the online radio oldies
neutral,bOff to band practice
neutral,bAfternoon all  how is everybody
relief,b Cherry Italian Ice is my fave I want to get the local Ritas on Twitter so theyll send out the daily flavors
fun,bWool time for the top cote
fun,bsays livejournal is being a beeeyeteeseehedge Dum dee dum ok back to work
surprise,b yes i have read them many times
happiness,bApparently today is Happy Star Wars day  Im suppose to say may the th be with you
neutral,bAnd i aint happy go lucky its just today The world dont feel ugly
happiness,b haha  may be hehe I might have been imported  but i love the heat love playing football on a hot day
neutral,bGuys Richard fleeshman got twitter FOLLOW HIM  
relief,bTextMate crashed for the first time in  months Not too bad actually  textmate
love,bCan someone chemics 
neutral,bgoing to bed night
love,bthe big boss is out all week small yay free lunch for the office today big yay
fun,b   Soak your had in hot water but not boiling for about mins  itll pull them right out
fun,b such a great idea
love,bNobody does it better than  Not even half as good    
neutral,bAnd here goes my first Twitter from TwitterBerry Application from my BlackBerry Bold   Cheers long live SMR
surprise,b  I like it
worry,b that is soooo scary Be careful We only have one Kirstie
neutral,b see most people didnt like deadpool cause it wasnt true to the comics Im guessing you like Ryan Reynolds
worry,b Im doing good thanks   And yourself and sorry lil busy at the moment
worry,b who said demi cant wear her Converse with her dress oh baby thats just demi
neutral,bWatchin Scooby Doo 
love,b YAY YOU So proud of you  and Im not even being sarcastic Even though you told me to shut the fuck up
neutral,bcheckin twitter out
surprise,bfeels the same way about cherryflavored items as Shannt does about grapes Strange but true
fun,b Yeah planning to do that actually Got a Kinokuniya discount card so Im going to splurge  Just worried about being overwhelmed
worry,bDefinition of senioritis Me About to go to chem II and calculus Not good classes to feel like slackin
happiness,b I just got my JAGK shirt in the mail Omg I love it  see you saturday
neutral,b  yay green  It certainly makes all the rain worth it  And its nice and cozy being indoors knitting
worry,b got it ill send you an email in a lil bit i have a lot to say
worry,b I think you forgot a couple exclamation points
sadness,b Thats fucking awesome  bookmark
neutral,bis enjoying the night with her folks
neutral,bIm trying to make my MySpace look good Check it in about  mins and leave me a comment
happiness,bIt is going to be a beautiful day
neutral,bat workthinking about the rest of my finalssummer almost here
neutral,bGoing to hibernate
relief,b LMAO That is so funny  Thanks for sharingI needed that laugh
worry,b Thats ok Keeks Ill Pass the  to you that will chill you out
worry,bHave  of the  grandbabies again today  month old twins and a   month infant I love every minute of it too
neutral,bGoing to search out areas we would like for our dream home to also home my home based business one day soon
neutral,b Ill tryblah Thanks  what are u up to today
neutral,b  powerblog What is this powerblog challenge you keep talking about  Im a newbie follower
happiness,b ahh Yay  so youre gonna get it
surprise,b kwl nm this msn nd homework but i went  c hanna montana hte movie yesterday xx happy mayday btw xx
enthusiasm,bEarly start today More rain and more miles
neutral,b Dude you could totally get that then sell it to some Denton musician and profit
relief,bGuess who has internet at her house raises hand And its not dial up
neutral,b thank you  btw if ure wondering you can check out the quotFuelquot brand here   
neutral,b Thanks Nick Means a lot coming from a designer of your caliber  symphonycms
neutral,bDiscovered that Numpy arrays can hold values of any type  Useful for manipulating arrays of numbers with uncertainties
neutral,b Haha go crazy with it 
happiness,bI have a H lamb meeting It should be fun And it is sunny Yay I can play with my horses this afternoon Clap clap clap
hate,boh its raining i haaaate it  It was a great violin lessonlt
neutral,bJust started on here and i already see  and  are by far the biggest talkers er i mean tweeters
neutral,bHas Ruth today
neutral,b  lol since I got twitter a little while ago it seems like loads of people setting up an account
happiness,b Thanks Funny cause its true
worry,bTrying to figure out the perfect way of leading a principled life
happiness,blay by the pool and take a nap my agenda for the day
neutral,bgreat mood todayyyyyyyyy Super excited for the game tonight not so excited to be one year older tomorrow
sadness,b umm how abt a comment like that p quoti dont like thisquot
enthusiasm,bJust got back from work OT na naman Whats new
worry,b I wish you where going to be in the Saga
worry,bcheck out the flyer i designed for the notary and retrograde  let me know what you think
happiness,bshout out to Sanjeev thank you for being my first follower  on twitter
sadness,b I have now officially resigned myself to never knowing what Tink means
fun,bhigh amp dry goin to have an ice cream now with my best friend
happiness,b thanks I will try boarding out
enthusiasm,b Nice yo Live it for me buddy
happiness,bYes hes really back I couldnt wait for this day to arrive and finally its here Gale is back  Im pos 
fun,bTonight   on The Northlands NewsCenter we kick off a week long look at Great Summer Getaways in the Northland Dont miss it
worry,bNow Im following you Ah Ha Love your laff
neutral,b vote for Rob
sadness,b You dont have to rub it in
neutral,b whuahahhaha you need to cut down on them Bram LadagesApplejackspancakes
relief,b  Yep Live and learn
happiness,bGood mornin Today will end early woo Gonna work on ricks surprise PROJECT DUE ON TUESDAY
love,bLoves the nd half of even days orch and jazz band with daddy
happiness,bwishing you all a happy monday and a wonderful start to this week  Make it a good one
love,b thats a good attitude
happiness,bIts a good day The lake is a mirror the kids are happy and I get to clean the cabin today Err two outta three aint bad
neutral,bMorning   escuchando el  Soundtrack de Twilight que Gaby me trajoooooo la adoro  muse paramore perry farrell
relief,b glad you got a laugh out of it
love,bThank you all new first time Japa Dog customers Twitter spreads the word We like new customers
worry,b hey rocstar
worry,bmonday morning what to do puzzles
neutral,bahahah with sandy bekz erin and derrian
happiness,bWell Im here good morningbrunchish I took my exam think I did good
surprise,b  So jealous  Id LOVE to see the Ella showin fact I think Ill stream some right now
happiness,b Ohhh i really want to see Coraline it seems really good
fun,b  most name brands have dairy even if its called semisweet or dark  Ill try to get some in the HelloVeggies Store
sadness,b no it makes you realise how doomed humanity in USA is
relief,b My son is back at school today  feeling much better He wasnt too sickhe didnt stop eating
love,bhi everyone hoping all of you have a good week
fun,bbye yall wolverine soon  ooaf hugh jackman tell ya what he can sctrahc me anytime 
surprise,bPlayed the Eclectricity Festival  The Custard Factory last night was an UNREAL atmos right till the end Glad i played last set
worry,b hi gov How are you
neutral,bSigning off folk might be back on later
happiness,bi am listening this song quotshatteredquot by Tynisha keli   
worry,b Cheers for that Will have a look at that later and hopefully get sorted
love,bSupernatural was mega good  Now Im off to bed urgh long day of school tomorrow x
fun,bToday I plan on taking my music history final then catching up on some movies at my movie theatre
worry,b well praise the lord  gud moods i kno i need  b  im workn out ma thighs amp these dark clouds is scaring me
neutral,b Yup sometimes kc its raining here in Pque but in Las Pinas its not So just wondering
love,bLove thy self Keep it simple Learn Tai Chi Those are my aims today Beat up ankle is less swollen  I am on a no negotiation vacation
relief,beach day is a new beginning
happiness,b Ta very much  Happy BDay to Gson
sadness,b My pleasure  I really enjoy your random word poetry and am disappointed when I miss out on participating
happiness,bShaktis celebrating her th Birthday today
neutral,bWorking up to my vacation to Thailand Getting more excited every day
happiness,b Good luck tonight have fun
happiness,b i cant wait its most definately going to be amazing  lt michelle
fun,b She lives  You were so Twitter quiet after the race Recovering or celebrating  ps  Fem in your st marathon Wow
worry,bA little bit of good news
surprise,b Certainly not Cheers than huh
fun,b yay iPhone goodness is so fun
happiness,b Hi Susan read your blog  Its really good  I look forward for the tweet updates
neutral,b Obviously not too bad
worry,bJaydiohead quotNo Karmaquot   musicmonday This is not the android I was looking for But itll do
sadness,b In case no one gave you a heads up ATampT just put out an iPhone app for account management MyWireless Id love to see a review
neutral,b I work at the group home
worry,bvirus hunting on computer  always wondering what it will destroy
neutral,bTrying to figure out how to use this twitter thing  Hahhh
relief,bRain makes for a good study day  almost done
neutral,bI day til NYC and the journey soon begins Music baby
fun,bhas just come back from horse riding what a brilliant day
happiness,b Morning Sunshine
love,b nothing sweeter than YOUR yearold
relief,b Thats a relief I feel better knowing its hereditary  Have fun
worry,bIf you carry your childhood with you  you never become oldA Sutzkever
surprise,b I love to eat chicken would I be a cannibal chicken
happiness,b so nice to meet you too  is the best for bringing me along
happiness,b so looking forward to your new album
happiness,bFeeling really good about my performance on the AP Government amp Politics exam this morning  Going to lunch with Krista
fun,bThis weekend I started a quotHealthy Lifeestylequot  not Diet     Lets see how it goes  will keep ya posted on my progress
neutral,b Happy Star Wars u from all at 
relief,bive been eating cheetos all morning
love,b Nice I WILL be there
happiness,b  Morning hope you have a super dayenjoy 
neutral,bneed more songs to download suggestions ill take anything
happiness,b silly wendy You know I dont speak French  just a few more hours to study before this ride begins
worry,b oh wow daisy that is TOO cute for words
sadness,b never noticed that before but youre right guess thats because my heart is always dreaming of travel
worry,b need to get an intel based mac st   but this impacts on dual core vs quad choice latter probably better for virtualization
happiness,b Maddie starts working WATCH OUT WORLD
fun,bsomeone said after wolverine they feel like watching xmen all over again Theyre right Now back to business proposal yippie
relief,bis done with classes for her freshman year
fun,b I spell my name alyson too Aly for short We spell it the best
relief,b Shanghai is also really exciting precisely  skyscrapers galore Good tweeps in China  SH  BJ
worry,b I think sandwiches or something like this with ham and cheese
sadness,bWhat am I doing atm  Oh yeah Apple Juice  Im such a rebel
surprise,b Dont know  pretty though
worry,blistening to my future roomie speak in chapel
neutral,b  haha i like modern studies its my favourite subject  haha i guessing you dont feel the same xx
neutral,b Whats with you though you sound a bit down yourself not your boiler again is it
happiness,b Heh  When I moved into my house Pius was having a pep rally so there was cheering and a band
love,bin ten minutes shopping   demi lovatoback around demi lovatobehind enemy lines have you all seen the titanic  trailer its really good
happiness,bHappy Star Wars Day MAY THE TH BE WITH YOU
neutral,b hi Add me  its shannen
neutral,bAbout to clock into work
love,b you happy that Frankies back from France  xx
worry,b YES SHE WANTS A COOKIE SO DO I ESPECIALLY THAT ONE THAT ARCHIE GOT FROM COOKIE   RP  mark the date
surprise,b Good luck on final
enthusiasm,b It is a drink but they have a trainer brand too  ltlthave a look
love,bsays HAPPY MOTHERS DAY TO ALL THE MOMS OUT THERE  
happiness,bI love how two of my favorite shows have the same acronym  lol
neutral,b ohkeep working on ityou can always make it a little smaller
worry,b YIKEYSSS  IM HARMLESS REALLY JUST WANT SOME ATTENTION FROM BRODY
worry,b Just hoping youre ok sincerely concerned
happiness,b awww glad to know Little Sweet D and Leigh are doing goodthanks for the updates Howie
happiness,b yay  coutchcouch
sadness,bgoing to the lumberjack party
happiness,bcurrently munching on baby carrots nom nom nom nom
happiness,bHaha how exciting  wat does it look like
worry,bI honestly hate what I have said to some ppl sometimes sorry for makin an ass of myself to anyone
love,b Aww thanks
happiness,bthinks SG is wonderful
love,bwatching this african music show on the tele  me loves ittttt
neutral,bOff work
happiness,b have you seen quotThe Fifth Elementquot makes quotsuper greenquot a lot funnier
neutral,bTwitter question should I go to my brothers st soccer game of the season OR Should I stay warmed up in bed  minutes to reply
happiness,b Excellent then Chiang Mai is definitely a possible next vacation stop thanks for the info
relief,bAnd now the crazy is all gone
happiness,babout to take my mum out for jewellery shopping and a coffee for mothers day
worry,bPacking for Florida  Whats the liquids in a carryon rule   or  oz Havent flown in over a year
happiness,bshow time baby bye bye for now Tweeters
happiness,bWell it would seem that you can enter nine s if you are an Individual without a SSNITIN or EIN according to Apple  Hurray
neutral,b j passo o link
neutral,bbelieves that creativity  in cooking is only limited to your imagination guess that applies for most things too like photography
surprise,b I watched that too I didnt want her to win but she put up a good fightlol
surprise,b youre alive  Go w The Notebookitll make you cry and stuff
neutral,bhaha Im bored I think Ill go watch a movie  BBL
surprise,b saw it yesterday Pretty good
happiness,bits after  AM  I think its time to bed  have a good night twitts 
love,b wellll only  that will feed me   the others were mainly shade loving native wildflowers
worry,b  I Hope Youre OkayDo What Beyonce Do
hate,bthey tryna get me  sing on mic n i said NO NO NOOOOOOOO
worry,bWaiting in line for the Beast with Matthew    I wont be riding
neutral,b noooo she was wavin at me
love,b thats good to know and I bet he looks just like you
worry,bThat kids is what you get when you leave your computer unattended when you have nontrustworthy company
worry,b you know i would love to see  lies editors believe about writers justsayin
happiness,b thats my baby
worry,bi miss you tooooo  you arent too far A
surprise,b um dont u already have like NINE of my paintings jk lemme come finish that  u
love,bSooooo glad Stone Creek Coffee is following me  I love their atmosphere
love,bWatching HGTVand a cute carpenter guy  woo hoo
neutral,b write write write
happiness,bZapatos for trashcan nachos and then an epic night
hate,b well you know those quotkind of guysquot are just idiots
fun,bAfter seeing Star Trek again I noticed they went a little crazy with the lens flare
neutral,bawake from the nap
neutral,b you have to follow me before i can dm ya
love,b   LOVE IT U have a great job
neutral,bSitting at home watching ATL for the  time todayy  Waiting for Jess to come at like  then go get Marg and head out later to Second Sat
sadness,bAwww I wonder when ima get married Shawna and Damon are so cute
love,bhome just had yogurt factory i love yogurt  also hung with my uncle and lucy
fun,bThere we go apparently I wasnt properly setting the DateTime from a Twitter response before  Need a test for that
fun,bThe mothers day classic went really well despite the cold am start
love,bHoly Crap EMS stasher rain jacket you are my new best friend
surprise,bIs at the movies with the boyfriend
neutral,bjust got a wii
neutral,bim on twitter mobile confusin lol im knda slow
love,b Thanks  Will Do
neutral,b DAMMIT I guess my baby daddy is some impostor theni kid i kid
worry,bim about to munch on some more high calorie things  they keep my brain working
worry,b youre very welcome I love reviewing free apps as much as downloadingusing them
happiness,bjust got home from dinner and am really really full my mom said my dad bought me a sony ak holyyyyyyy
neutral,bhello new maccy welcome to your new home
love,bgreat song  
neutral,b For the movie but maybe I am just a little awesome
love,b What was the compiment Im glad youre having a good time
happiness,b hahaha n Im a do the same for u
neutral,b woot you go girl
happiness,b Went to your resteraunt in NYC it was aaaaaaaaaamazing
love,b Yes we both do win
love,bI miss  I love that boy
neutral,b Haha no I just connected my phone to my wifi
surprise,bis highly amused I wasnt treated nicely like any other patientnot my fault my life is better than yours
fun,b Laughs thats because I like winning
happiness,b Everything is better with lightsabers
neutral,bat Shriyas
love,b youre gonna take good care of that little baby and hes gonna be a strong boy thats for sure
happiness,bMy birthday is a week from today
happiness,b looks class the water splash looks so real  looking forward to my review copy 
happiness,b Aww ya not showing off all us mums should be proud of ours kids and let everyone know it
happiness,b it makes perfect sense I guess i am very down to earth Thanks for your reply
happiness,bOMG brings me back to my High School Days   
neutral,bListening to Black Eyed Peas
neutral,bDyed my hair quotback to blackquot
love,b just the mere fact that you twittered and someone read it then it matters ps love your song Gravity
neutral,b Also using vintage or antique pieces offers a green solution  No higher form of recycling in my opinion
happiness,bNinas High Hanging out with Ninah and Taylor all day theyre AWESOME  and getting to go home tomorrow to see my MOM  Ninas Low NADA
neutral,bstill shopping and looking for shoes now
enthusiasm,b Always a good idea
love,b It was wonderful just home from a wedding I love it   How was youres
happiness,bok sOooooooooo I DID that ive got u in the palm of my hand
fun,b Loved it  Would never have thought he was into the iCarly version of Beanie Babies xD
sadness,b  Hew how u beenSrry I havent posted a vid in foreverI feel guilty lolso in the next few days hopefully
enthusiasm,bhaaah making the card for mothers day  and listening to musicc
worry,b thats dope  stay out of trouble
relief,b lol get to your bed
worry,bKinda doing nothing Life is boring I feel like changing my look Lets go shopping tomorrow
fun,bget it right I think I am obsessed with Hydes voice   Ive chosen a guitar song to learn for the summer Time to perfect picking
fun,bcant wait for Daughtrys new album Ack Two more months
neutral,b If you mean backround then Settingsgtdesign scroll to the bottem and click change backround image  amp there ya go
relief,b At least theres no denying nerd is part of it
hate,bAnother loser  I hate youLOST THE GAME lostthegame  
happiness,bThanks so much to everyone who came out to Speakeasy last night What a hit Wonderful to see you all having fun June will be awesome
sadness,bI meant mamas
love,bIm making my mommy her Mothers day present I love her
worry,bWatching my bro play footyball
neutral,b No Im working on it all day Monday Will try to remember to email but if youre smart youll remind me
worry,bTime to get purrtty wink
fun,bwaiting for JONAS to come on
love,b Aaaww Thats so good to know Im glad James is doing great  We LOVE you guys KIsses from Venezuela
fun,bWell that sucked except for the company I had Go Kelly
worry,b   If he is saying something I dont fully understand please let me know
love,bsuccess another paper demolished the rock god lives on  morewell  to go Yes out to celebrate awesomeness 
love,bPsyched for Mothers day at the GKR partyand teaching mom and dad about baseball
relief,bNext to my birthday Mothers Day is my favorite day of the year  The one day I dont feel guilty for slacking just a little   Aaaahh
neutral,bTip for today  The eagles are specials against the broncos put your house on them
fun,bPerfect day flute quartets in the morning web marketing in the afternoon with Barrie and Star Trek in the evening
happiness,bWatching next day air
love,bPROUD  BE A MOTHER  I HAVE MY SON amp HIS COUISN OVER SPENDING A NITE ITS A BOYZ NITE amp THEY DRIVING ME CRAZY BUT I LUV EM
happiness,bBelting Next to Normal is a fabulous evening choice
happiness,b   wow fancy
neutral,bin th grade yearbook for narnia movie release blurb pic of aslan and my skandar
neutral,b is that its welsh name
neutral,b  Dany meet Sorcha Sorcha Dany   Now you know each other p
enthusiasm,bSpending the first night in my new place
enthusiasm,bi decided that myspacee is wayy better
love,b Neep a naptake a nap  respect ur body love
fun,b when u do get at me i will show u all the hotspots there is no where i dont kno when it comes to shoppin here lol
happiness,bbaked a cake amp watching a movie
neutral,b  its suzi
worry,b I hope Shatner didnt address that message to philosophers Were doomed if they stopped thinking
neutral,b Thanks
love,bwatching Cavs game LeBron James my newest love   pts for Cavs  by LeBron
love,b I  have a visual  Im smiling    see
fun,b   thats the most colorful thing ive seen all daywow
love,bPhoto I like da cooolooorss and the composition is great  scribkin 
worry,bTooth achebut still sipping lol at the fam Partyyyy
enthusiasm,b well youll ether have to buy the DVD or wailt till july to see the Secret Episode   Episode 
worry,bjust getting off of work for the day Hope everyone has a wonderful mothers day tomorrow Hope you enjoy ur cheesecakes too
happiness,b yes its on youtube  its from may th and it made me feel x better its halarious
neutral,bThe Goonies Projected On a garage door Amazing
neutral,bcharlie and the chocolate factory in the mood for some johnny depp then bed Preparing for a   hour wok day tomorrow
relief,bJust got up from a nap Relaxing for the night
love,b Well thank you darlingit was a pleasure shopping with youyou will see the first pics
neutral,bWELL i do not think i am getting a call anytime soon PAINTING MY NAILS
neutral,bjust bought a good chocolate and a magazine Later Ill play comanche  My good saturday
happiness,boh man had great nap still alittle tired having pizza for dinner
neutral,b oh thats discreet
love,b yeah shes part lab part spaniel all energy hehe but i love her to death
neutral,b      get lit  I am  
neutral,bWatching the film Real Women Have Curves  Why are good films on in the middle of the night
surprise,b last I looked  Hi back
happiness,b Yay  Lucky  Whatd you do
happiness,btwitter fam im about to hop back on AIM i went ghost on yall lolz sowwy
love,bBoy is all graduated  So proud of him
neutral,bgoing  a swim
enthusiasm,b Yep  that BDay kiss is gonna happen right 
happiness,b   such a good looking cpl cant wait to see what kind of kids yall will have
hate,b Theres nothing good on tonight anyway   Sigjeans
happiness,bjust finished watching quotRole Modelsquot hilarious and debating whether to go to  Hmmm
love,b heylo johnn  im a huge fan hope ur day is awesomee cuzz im home sick and its kinda less than awesome anyways PEACE
happiness,bWent shopping a lil I deserve it And now a night on the town in the big city of Norfolk
neutral,b Thats on Fox isnt it Never watched it
hate,bWow my god the whole UI is sooo much snappier Its more responsive than TweetDeck now  Tweets feel like IMs lol
enthusiasm,b Oh no need to stop I could use the ego boost
hate,b Yeahthose pants are horrible  Yeahmy wife loves the job  She loves performing and kids so its a good environment
happiness,bI wish I can see clips of your show that you hosted Hottie Shawn in the s and yes your still a Hottie
love,bSpending quality time with my family God knows I need this right now
sadness,bIf you save these pix from the Today show please credit  Thanks
love,b happy early mothers day
sadness,b poor grace You need to date a cute male nurse
happiness,b  I am here to make friends real life internet what ever level people are comfortable with
relief,bwalked over  blocks today then ate a delicious black amp white cookie
love,bHa ha ha  I know Love it Love him
relief,bSometimes i feel pathetic going to bed so early Oh well  i TOTALLY get clam chowder tomorrow D
neutral,b lol whati was thirsty
happiness,bHavent been on in foreverr  Almost happy mothers dayy Yay 
happiness,bEnjoying d view  sg flyer
sadness,bok shopping was far too fun  unpacking the bags now
sadness,b I fell asleep on a plane watching FrostNixon  hope it works out better for you than it did for me
neutral,b I know but I wanna finish bsg first
enthusiasm,b Let me know how that turns out
fun,bThis feeling inside me Oh it sends me sky high
love,bThe Goonies Projected On a garage door With my friends Amazing
surprise,bWorlds Happiest Places    Denmark Finland and the Netherlands
worry,b What are you reading
worry,bops   that lol wasnt supposed to got to twitter
happiness,b I figured youd be bouncing about it
surprise,b yo i got my blur tickets yesterday  im going on the st day whatbouts u
neutral,b I dont think hes confirmed but I have a feeling hell be at Glen Helen Just my opinion
love,b Im so happy for you guys COngratulations
love,bgood luck tonight boy
surprise,bwe went we bought we conquered and we came back with the most delicious custard croissant
surprise,b Ouch give me a heads up so Ill know when to duck
happiness,bsaw Hannah Montana Movie today was the best was AWESOMEEEEEE  Hannah  and Miley RockS lol
happiness,bAt the  concert I hope  makes a guest appearance
worry,bresting had a whole day of walking
neutral,b ava ny cng ch c  mu nh   thui hem sao em  c hi cn nhu m
neutral,bIs watching Bruce almighty
neutral,b Very true  And well behaved women rarely make history
worry,b it was quiet unfortunatly but what the hell its good the chill out too right
happiness,bNew Twitter coolness conversations with neighbors  during a thunderstorm
neutral,bgtg now listen to cobras new song  their myspace ttyl  santi lt
neutral,b Its a date
happiness,b awesome Im glad you like it  FYI  Platinum Notes  should be out as a free upgrade this summer
neutral,b yea so wassup
surprise,b I am ok I think I will just take the attitude that Mothers Day is an invented Hallmark holiday from now on
neutral,b kenjoy Dora the Explorer  greetings to your niece
love,bjust had a bbq YUM im full now
love,b I love the video You are inspiration Mr Leslie cant wait for the new album still rocking the debut
worry,b They open at  am   And I hope to be there shortly after that   No guarantees for me though
neutral,b heyy  told me to follow u whatsup
boredom,b thats another sponsor
neutral,b Can I also have a swirly flat white
worry,b I be ok you
worry,b Do you know your Nutty Newsire twitterfeed ones are coming through wo links I cant be lazy without the linksLOL
love,b   love it
love,bI completely forgot it was mothersday today Lol  Happy mothersday to all of you beautiful mums out there
love,b Glad to hear you made it out I hear that place used to be its own country  Looking forward to your arrival
love,b NICE TO TWEET U
sadness,bSlept in woke up with an iced coffee lazed about amp went out for a late lunch with the BF Its been a sweet little laidback Saturday
neutral,b Sounds like you won backstage passes
surprise,b   WOW this looks incredible wicked job on the butterflies theyre fantastic
fun,bPool alcohol amp a cute band couldnt ask for more on a Saturday night  fb 
worry,bPretty  is it long or short Sparkly or shiny Lol
happiness,b Her new cd is lovely
worry,b You know there are just some things that shouldnt be seen Thats sure as hell one of em lol
happiness,b surprise party today  parties tomorrow  FunFunFun But need to finish bug project O_O
love,bI lt Owl City
neutral,b thats the only way to get things done no distractions
happiness,b happy birthday keshia keshia bo beshia
love,bwow nothing like a sale to perk up a girls evening huh
sadness,bJust finished mowing the lawn
happiness,b Aww congrats to the family  Send me piccies in the email
neutral,b thanks
fun,b  first session  yay me
neutral,b Chillin at homewatching a movie on tv amp making some quothealthifiedquot streusel coffee cake
happiness,b Me and that person have something in common then LOL jk
happiness,b its because we run on CPT
worry,bOk peepsIm not crazyI was twittering  someone but had no idea how  direct msg from my cell Blonde moment
enthusiasm,bbig ups sister  for calling in too
love,b hey mate fancy finden you on hea
neutral,bAfter a week staying with my Grandmother Im home in Lopatcong  Can start my new book tonight   
happiness,bJust sang quotShinequot by Newsboys in the car with  Holla
neutral,bOut with Bre Jimmy and Jon P
worry,b hehe hell Im finna qet to drankin DAMNIT
fun,b  Whaaaaaaaaaat  Thas HOT B    Super nice
happiness,bLess than  hrs until GRADUATION Going out tonight to celebrate
surprise,b OMG its working
worry,b OMG thats really good i want to see the photos have a nice day
neutral,b  Found at a garage sale for 
love,b aww how cute  I like that song a lot
surprise,bDan and alli are here They suprised me
worry,b I really dont want to send it over this siteits kinds private
fun,bStar Trek rocked  It was WAY better than I expected
neutral,b WELCOMEEE BACKKKKK
neutral,bIm in the Starbucks with a cup of coffee   
happiness,bgoing to another birthday party tonite
neutral,bJust got back from baby sitting It went well
worry,bRecovering from my crazy family I love them but they aint got it all   I only see em a couple of times a year so I guess I can deal
sadness,bgood morning today is my last day of quotfreedomquot back to work tomorrow im sorta stokednot stoked but well
happiness,bi cooked breakfast for my mom  HAPPY
neutral,b not a lot im bored My names Crissy BTW lol How u doinnnn
neutral,b we found a ride
worry,bi gots a summer job
neutral,b  Make sure ur plantin next to the water in the soil
worry,bhanging out with my babyy
surprise,b it was amazing
surprise,b Were you able to watch it online  I hope you were  And yeah Belinda Jensen was really good
love,b Congrats on your bike ride today Very impressive indeed Ya might be doing the quotTour De Francequot some day
love,b my hubbys a vet so we get that animals are like children all the best hope ur biz is going well
relief,bOnly six hours left of being 
neutral,b
happiness,b No becuz were being honest Lets look at the big picturemy happy ending with the smile on my face
neutral,bYay my ears match
relief,bEatin nachos watchin the game  all i gOtta say is LebrOn is a Beast  dO anybOdy feel me
worry,b Aw sorry E  I hope it looks up for you lame ear And theres always next year Crap Lamer ear  Fail UhhLove ya E
love,bI love you MOM
happiness,bLOL My moms present cost  dollars
love,b So then Fuckin Awesome Super Sexy Stud Muffin Beast Hows that sound to you 
happiness,b  hope you guys are having fun  Cant wait for yall to be back Wilmy isnt the same without you
surprise,b  Last night was the best one so far I think Except we didnt see him throw his equipment at the car
sadness,b Naw it was pretty tame Only  guy in costume a Voyagerstyle quotmedicalquot uni Disappointed there werent any more in costume
neutral,b  Thank you pretty lady
happiness,b   awesomeeeeee
surprise,btrying to decide what to do tonight Study Chem or write the night away The nights still young perhaps Ill do both
love,bis STILL sick But still loves revenge and the possibility of more revenge to come
neutral,bplaying Wii
sadness,bIm in VA for the weekend my youngest son turns  tomorrowit makes me kinda sad he is getting so big check out my twipics
neutral,b Your cave Does it have an espresso machine
love,bwishes  would admit she has a new lovah
neutral,b Oh I dont really have much of an opinion on her either way Its just a night to rip everything
neutral,bTV time  see yall later xoxo
happiness,bIm feeling better now that I have something in my tummy
happiness,bCSI NY comes back to aus with sex lies and silicone se EVRYONE ON EAST COAST TUNE IN TONIGHT  pleaseee
worry,b SON WTF She just bit holes in the damn bread Who does that Why has God forsaken me why
neutral,b pfft cydia apps ftw code on the phone make reload springboard
neutral,b it makes me happy to hear a girl talk or tweet about the nba but could you give my nuggets some love
